movieId,title_cast,director,plot_keywords,genres,title,year
164,DenzelWashington TomSizemore JenniferBeals DonCheadle MauryChaykin,waltermosley,african american jazz club private detective missing person,Crime Film-Noir Mystery Thriller,Devil in a Blue Dress (1995),1995
165,BruceWillis JeremyIrons SamuelL.Jackson GrahamGreene ColleenCamp,jonathanhensleigh,john mcclane character time bomb good versus evil male butt clench,Action Crime Thriller,Die Hard: With a Vengeance (1995),1995
166,JamesDuval RoseMcGowan JohnathonSchaech CressWilliams SkinnyPuppy,greggaraki,one female two males threesome pubic hair fellatio threesome,Comedy Crime Drama,"Doom Generation, The (1995)",1995
167,EmbethDavidtz TomBell GemmaJones JamesPurefoy BenChaplin,h.e.bates,sex scene cobbler the shoemaker shoe 19th century,Drama,Feast of July (1995),1995
168,SeanConnery RichardGere JuliaOrmond BenCross LiamCunningham,lornecameron,based on legend love triangle romantic drama arthurian legend,Action Drama Romance,First Knight (1995),1995
169,JasonJamesRichter FrancisCapra MaryKateSchellhardt AugustSchellenberg MichaelMadsen,keithwalker,whale boy oil tanker oil spill,Adventure Children Drama,Free Willy 2: The Adventure Home (1995),1995
170,JonnyLeeMiller AngelinaJolie JesseBradford MatthewLillard LaurenceMason,rafaelmoreu,computer virus computer cyberpunk hacker,Action Adventure Crime Thriller,Hackers (1995),1995
171,StevenWeber PeterJacobson TomCayler DavidThornton LeeMarkNelson,christopherashley,gay gay priest new york city gay lead character,Comedy Drama,Jeffrey (1995),1995
172,KeanuReeves DinaMeyer Ice-T TakeshiKitano DenisAkiyama,williamgibson,implanted memory virtual reality cyberspace erased memory,Action Sci-Fi Thriller,Johnny Mnemonic (1995),1995
173,SylvesterStallone ArmandAssante RobSchneider JürgenProchnow MaxvonSydow,johnwagner,based on comic book cult film judge police,Action Crime Sci-Fi,Judge Dredd (1995),1995
174,PaulyShore TiaCarrere StanleyTucci BrianDoyle-Murray AbeVigoda,barbarawilliams,jury dog court hotel,Comedy,Jury Duty (1995),1995
175,LeoFitzpatrick SarahHenderson JustinPierce JosephChan JohnathanStaciKim,harmonykorine,virgin rape swimming in underwear sexual abuse,Drama,Kids (1995),1995
176,SteveBuscemi CatherineKeener DermotMulroney DaniellevonZerneck JamesLeGros,tomdicillo,neo screwball comedy looking at oneself in a mirror 1990s filmmaking,Comedy,Living in Oblivion (1995),1995
177,ScottBakula J.TrevorEdmond DanielvonBargen KevinJ.O'Connor JosephLatimore,clivebarker,neo noir private detective magician illusionist,Horror,Lord of Illusions (1995),1995
178,ThomasGibson RuthMarshall CameronBancroft MiaKirshner JoanneVannicola,denysarcand,lesbian dominatrix gay sex,Comedy Drama,Love & Human Remains (1993),1993
179,ChrisO'Donnell DrewBarrymore MatthewLillard RichardChaim RobertNadir,paulamilne,hitchhiking brief female frontal nudity attempted suicide voyeur,Drama Romance,Mad Love (1995),1995
180,ShannenDoherty JeremyLondon JasonLee ClaireForlani BenAffleck,kevinsmith,mall jay and silent bob mini dress blonde,Comedy Romance,Mallrats (1995),1995
181,KaranAshley JohnnyYongBosch SteveCardenas JasonDavidFrank AmyJoJohnson,johnkamps,costume fake mustache warrioress prehistory,Action Children,Mighty Morphin Power Rangers: The Movie (1995),1995
182,ElizabethPerkins WhoopiGoldberg ShadiaSimmons EricaLuttrell MatthewKoller,ellensimon,female rear nudity sister sister relationship house painter widow,Drama Romance,Moonlight and Valentino (1995),1995
183,MarinaZudina FayRipley EvanRichards OlegYankovskiy IgorVolkov,anthonywaller,mute chase russian mafia cult film,Comedy Horror Thriller,Mute Witness (1994),1994
184,ElinaLöwensohn NicRatner KarlGeary PeterFonda MartinDonovan,michaelalmereyda,vampire female vampire boxing practice morgue,Drama,Nadja (1994),1994
185,SandraBullock JeremyNortham DennisMiller DianeBaker WendyGazelle,johnbrancato,computer identity identity theft computer hacker,Action Crime Thriller,"Net, The (1995)",1995
186,HughGrant JulianneMoore TomArnold JoanCusack JeffGoldblum,patrickbraoudé,time for title bad dream close up of eyes close up of lips,Comedy Romance,Nine Months (1995),1995
187,ParkerPosey AnthonyDeSando GuillermoDíaz DonnaMitchell LievSchreiber,harrybirckmayer,female stockinged legs title directed by female triple f rated library,Comedy,Party Girl (1995),1995
188,ChristopherWalken EliasKoteas VirginiaMadsen EricStoltz ViggoMortensen,gregorywiden,profanity porn magazine pizza black comedy,Fantasy Horror Mystery,"Prophecy, The (1995)",1995
189,MiaFarrow TonyGoldwyn JuanaBarrios MikeHeibeck VeeBrown,craiglucas,christmas female protagonist fictional game show trauma,Comedy Fantasy,Reckless (1995),1995
190,JulianneMoore XanderBerkeley DeanNorris JulieBurgess RonnieFarer,toddhaynes,psychiatrist housewife allergy female protagonist,Thriller,Safe (1995),1995
191,DemiMoore GaryOldman RobertDuvall LisaAndoh EdwardHardwicke,nathanielhawthorne,17th century adultery letter swimming,Drama Romance,"Scarlet Letter, The (1995)",1995
192,AfrikaBambaataa KurtisBlow Sean'Diddy'Combs Dr.Dre WarrenG,craigmack,hip hop concert film vulgarity,Documentary,The Show (1995),1995
193,ElizabethBerkley KyleMacLachlan GinaGershon GlennPlummer RobertDavi,joeeszterhas,stripper lap dancing female nudity striptease,Drama,Showgirls (1995),1995
194,GiancarloEsposito JoséZúñiga StephenGevedon HarveyKeitel JaredHarris,paulauster,smoke cigarette smoking death of wife year 1990,Comedy Drama,Smoke (1995),1995
195,JuliaRoberts DennisQuaid RobertDuvall GenaRowlands KyraSedgwick,calliekhouri,adulterous husband female protagonist reconciliation scandal,Comedy Drama Romance,Something to Talk About (1995),1995
196,BenKingsley MichaelMadsen AlfredMolina ForestWhitaker MargHelgenberger,dennisfeldman,interspecies sex sex with an alien woman seduction sexual desire,Horror Sci-Fi,Species (1995),1995
197,RobertDuvall AidanQuinn FrancesFisher BrianDennehy LexiRandall,jameskeach,child in jeopardy family in jeopardy real life mother and daughter play mother and daughter oil field wildcatter,Drama,"Stars Fell on Henrietta, The (1995)",1995
198,RalphFiennes AngelaBassett JulietteLewis TomSizemore MichaelWincott,jamescameron,cyberpunk virtual reality murder rape,Action Crime Drama Mystery Sci-Fi,Strange Days (1995),1995
199,nan,nan,nan,Drama Musical Romance,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1964
200,DarylHannah KeithCarradine MoiraKelly VincentSpano JuliaDevin,wesleystrick,man tied up bound and gagged woman tied up held hostage,Thriller,"Tie That Binds, The (1995)",1995
201,PatrickSwayze MaryElizabethMastrantonio JosephMazzello SethMumy DavidMarshallGrant,cliffordgreen,son drifter dog baseball,Drama Fantasy,Three Wishes (1995),1995
202,LeonardoDiCaprio DavidThewlis RomaneBohringer DominiqueBlanc FéliciePasotti,christopherhampton,poet 1870s pregnant wife absinthe,Drama Romance,Total Eclipse (1995),1995
203,WesleySnipes PatrickSwayze JohnLeguizamo StockardChanning BlytheDanner,douglascarterbeane,drag queen on the road new york city domestic violence,Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995
204,StevenSeagal EricBogosian EverettMcGill KatherineHeigl MorrisChestnut,richardhatem,repeat sequel time bomb good versus evil man kills a woman,Action,Under Siege 2: Dark Territory (1995),1995
205,AndieMacDowell JohnTurturro MichaelRichards MauryChaykin NathanWatt,dianekeaton,uncle nephew relationship terminal illness based on memoir eccentricity,Comedy Drama,Unstrung Heroes (1995),1995
206,RoseanneBarr SandraBernhard RobertBest NataneBoudreau CarlaBruni,isaacmizrahi,fashion one word title fashion runway modeling,Documentary,Unzipped (1995),1995
207,KeanuReeves AitanaSánchez-Gijón AnthonyQuinn GiancarloGiannini AngélicaAragón,robertmarkkamen,falling in love 1940s post world war ii aftermath of world war ii,Drama Romance,"Walk in the Clouds, A (1995)",1995
208,KevinCostner ChaimJeraffi RickAviles R.D.Call ZittoKazann,peterrader,nonconsensual haircut post apocalypse swimming global warming,Action Adventure Sci-Fi,Waterworld (1995),1995
209,JohnTravolta HarryBelafonte KellyLynch MargaretAvery TomBower,desmondnakano,black bourgeois alternate reality alternate history dystopia,Drama,White Man's Burden (1995),1995
210,JeffBridges EllenBarkin JohnHurt DianeLane KeithCarradine,peterdexter,black and white to color two gun holster gun holster gun,Western,Wild Bill (1995),1995
211,AlbertFinney GretaScacchi MatthewModine JulianSands MichaelGambon,terencerattigan,army central intelligence agency cricket the sport firework,Drama,"Browning Version, The (1994)",1994
212,DanielStern JonPolito BradSullivan AnnDowd AnthonyHeald,johnjordan,slapstick comedy manhunt fbi agent stupidity,Adventure Comedy Crime Mystery,Bushwhacked (1995),1995
213,OlegMenshikov NikitaMikhalkov IngeborgaDapkunaite NadezhdaMikhalkova VyacheslavTikhonov,nikitamikhalkov,stalinism year 1936 soviet citizen nkvd,Drama,Burnt by the Sun (Utomlyonnye solntsem) (1994),1994
214,GrégoireColin JosifJosifovski BorisDelcevski DejanVelkov KirilRistoski,milchomanchevski,endless loop brother brother incest violence monk,Drama War,Before the Rain (Pred dozhdot) (1994),1994
215,EthanHawke JulieDelpy AndreaEckert HannoPöschl KarlBruckschwaiger,richardlinklater,conversations train french tourist,Drama Romance,Before Sunrise (1995),1995
216,AdamSandler DarrenMcGavin BridgetteWilson-Sampras BradleyWhitford JoshMostel,timherlihy,crude humor banana peel high school graduation academic decathlon,Comedy,Billy Madison (1995),1995
217,AliciaSilverstone JeremyLondon J.T.Walsh LeeGarlington NickyKatt,robertcoover,seductive minidress sexy teenager sexpot,Drama Thriller,"Babysitter, The (1995)",1995
218,WhoopiGoldberg Mary-LouiseParker DrewBarrymore MatthewMcConaughey JamesRemar,donroos,lesbian female protagonist terminal illness domestic violence,Comedy Drama,Boys on the Side (1995),1995
219,BradRenfro AerykEgan DelphineFrench MonaPowell AndrewBroder,robertkuhn,tickling bare chested male bare chested boy bare chested teenage boy,Drama,"Cure, The (1995)",1995
220,JeffreyCombs BarbaraCrampton JonathanFuller JessicaDollarhide MassimoSarchielli,stuartgordon,castle monster blind girl sex scene,Horror,Castle Freak (1995),1995
222,ChrisO'Donnell MinnieDriver GeraldineO'Rawe SaffronBurrows AlanCumming,andrewdavies,student pregnancy 1950s ireland,Drama Romance,Circle of Friends (1995),1995
223,BrianO'Halloran JeffAnderson MarilynGhigliotti LisaSpoonauer JasonMewes,kevinsmith,friendship low budget film friend convenience store,Comedy,Clerks (1994),1994
224,MarlonBrando JohnnyDepp FayeDunaway GéraldinePailhas BobDishy,lordbyron,psychiatrist sex scene attempted suicide character name as title,Comedy Drama Romance,Don Juan DeMarco (1995),1995
225,MichaelDouglas DemiMoore DonaldSutherland CarolineGoodall RomaMaffia,michaelcrichton,casting couch sexual harassment seduction fellatio,Drama Thriller,Disclosure (1994),1994
226,PatsyKensit BruceGreenwood AndrewMcCarthy DeniseCrosby ArminShimerman,renébonnière,vision psychic erotica police,Thriller,Dream Man (1995),1995
227,WesleySnipes GaryBusey YancyButler MichaelJeter CorinNemec,tonygriffin,terrorist parachute skydiving death of brother,Action Thriller,Drop Zone (1994),1994
228,DylanMcDermott NancyTravis JamesLeGros QuentinTarantino JimBelushi,robertramsey,heist desert supernatural power las vegas nevada,Comedy,Destiny Turns on the Radio (1995),1995
229,SigourneyWeaver BenKingsley StuartWilson KrystiaMova JonathanVega,arieldorfman,suspense minimal cast single set production dictatorship,Drama Thriller,Death and the Maiden (1994),1994
230,KathyBates JenniferJasonLeigh JudyParfitt ChristopherPlummer DavidStrathairn,stephenking,f rated watching tv woman wears eyeglasses character name as title,Drama Thriller,Dolores Claiborne (1995),1995
231,JimCarrey JeffDaniels LaurenHolly MikeStarr KarenDuffy,bobbyfarrelly,road trip briefcase of money woman wearing a short skirt kidnapping,Adventure Comedy,Dumb & Dumber (Dumb and Dumber) (1994),1994
232,SihungLung Yu-WenWang Chien-LienWu Kuei-MeiYang SylviaChang,anglee,chef chinese food cooking daughter,Comedy Drama Romance,Eat Drink Man Woman (Yin shi nan nu) (1994),1994
233,BruceGreenwood MiaKirshner DonMcKellar EliasKoteas ArsinéeKhanjian,atomegoyan,cult film public nudity protective male haunted by the past,Drama,Exotica (1994),1994
234,DanaDelany PaulMercurio RosieO'Donnell DanAykroyd HectorElizondo,annerice,bondage bdsm spanking los angeles police department,Comedy,Exit to Eden (1994),1994
235,JohnnyDepp MartinLandau SarahJessicaParker PatriciaArquette JeffreyJones,timburton,director film director misfit friend,Comedy Drama,Ed Wood (1994),1994
236,MegRyan KevinKline TimothyHutton JeanReno FrançoisCluzet,adambrooks,breakup plant cutting frenchman blonde,Action Comedy Romance,French Kiss (1995),1995
237,BillyCrystal DebraWinger JoeMantegna CynthiaStevenson RichardMasur,billycrystal,love basketball city name in title american abroad,Comedy Romance,Forget Paris (1995),1995
238,MimiRogers BruceDavison JesseBradford TomBower JoelPalmer,phillipborsos,labrador retriever dog survival stray dog,Adventure Children,Far From Home: The Adventures of Yellow Dog (1995),1995
239,BillFarmer JasonMarsden JimCummings KellieMartin RobPaulsen,jymnmagon,father son relationship older actors younger roles travel singing in a vehicle,Animation Children Comedy Romance,"Goofy Movie, A (1995)",1995
240,JeffGoldblum ChristineLahti AliciaSilverstone JeremySisto AlfredMolina,deanr.koontz,car accident serial killer psychopath suicide,Thriller,Hideaway (1995),1995
241,SamuelL.Jackson MatthewModine NancyTravis EricStoltz MaxPomeranc,jamesherbert,cartoon on tv close up of eye united states usa,Children Drama,Fluke (1995),1995
242,StefanoDionisi EnricoLoVerso ElsaZylberstein CarolineCellier MarianneBasler,andréecorbiau,bare chested male male protagonist secret brother castrates brother,Drama Musical,Farinelli: il castrato (1994),1994
243,DougStone KristyYoung JamesDonadio DeborahHobart TomLester,jaysommers,falling into a swimming pool boy girl farm,Children Comedy Fantasy,Gordy (1995),1995
244,DalMcKennon ArtClokey GloriaClokey MannyLaCarruba AliceYoung,artclokey,cult film dog 1950s claymation,Animation Children,Gumby: The Movie (1995),1995
245,ErichAnderson RichardAnderson ThomasBabson MontyBane ErnieLeeBanks,charlesburnett,police corruption rookie sheriff murder,Crime Drama,The Glass Shield (1994),1994
246,WilliamGates ArthurAgee EmmaGates CurtisGates SheilaAgee,stevejames,basketball athlete national film registry high school,Documentary,Hoop Dreams (1994),1994
247,MelanieLynskey KateWinslet SarahPeirse DianaKent CliveMerrison,franwalsh,fantasy life orgy sex with a minor teenage crush,Crime Drama,Heavenly Creatures (1994),1994
248,Sinbad PhilHartman KimGreist KimMurphy ChaunceyLeopardi,michaelj.digaetano,cartoon on tv suburb debt houseguest,Comedy,Houseguest (1994),1994
249,GaryOldman JeroenKrabbé IsabellaRossellini JohannaterSteege MarcoHofschneider,bernardrose,based on real person man ludwig van beethoven death,Drama Romance,Immortal Beloved (1994),1994
250,DavidGoldman JosephWayneMiller CodyBurger AllenCovert TimBlakeNelson,juddapatow,fat camp summer camp mother son relationship father son relationship,Children Comedy,Heavyweights (Heavy Weights) (1995),1995
251,ChristopherLambert JohnLone JoanChen YoshioHarada YôkoShimada,j.f.lawton,ninja samurai assassin bullet train,Action,"Hunted, The (1995)",1995
252,TimRobbins MegRyan WalterMatthau LouJacobi GeneSaks,andybreckman,genius mechanic laboratory animal man wears eyeglasses,Comedy Romance,I.Q. (1994),1994
253,BradPitt ChristianSlater VirginiaMcCollam JohnMcConnell TomCruise,annerice,vampire gothic betrayal dark hero,Drama Horror,Interview with the Vampire: The Vampire Chronicles (1994),1994
254,NickNolte GwynethPaltrow EstelleEonnet ThandieNewton SethGilliam,jamesivory,lafayette character thomas jefferson character period drama marie antoinette character,Drama,Jefferson in Paris (1995),1995
255,JohnG.Brennan KamalAhmed AlanArkin WilliamHickey AlanNorth,jamesmelkonian,gay slur telephone police mafia,Comedy,"Jerky Boys, The (1995)",1995
256,ArnoldSchwarzenegger DannyDeVito EmmaThompson FrankLangella PamelaReed,kevinwade,nightmare man wears eyeglasses scientist baby,Comedy Sci-Fi,Junior (1994),1994
